"customer_id","no_of_days_rented","case"
331,"8 days 00:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
57,"7 days 19:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
496,"3 days 01:57:00","NO NEED FOR REMINDER MAIL YET"
585,"2 days 03:22:00","NO NEED FOR REMINDER MAIL YET"
589,"2 days 01:47:00","NO NEED FOR REMINDER MAIL YET"
595,"5 days 18:24:00","NO NEED FOR REMINDER MAIL YET"
386,"3 days 21:27:00","NO NEED FOR REMINDER MAIL YET"
32,"3 days 05:20:00","NO NEED FOR REMINDER MAIL YET"
409,"6 days 18:33:00","NO NEED FOR REMINDER MAIL YET"
499,"2 days 18:13:00","NO NEED FOR REMINDER MAIL YET"
210,"1 day 21:04:00","NO NEED FOR REMINDER MAIL YET"
430,"8 days 01:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
436,"2 days 02:44:00","NO NEED FOR REMINDER MAIL YET"
239,"19:43:00","NO NEED FOR REMINDER MAIL YET"
21,"4 days 05:38:00","NO NEED FOR REMINDER MAIL YET"
507,"2 days 04:04:00","NO NEED FOR REMINDER MAIL YET"
35,"1 day 04:40:00","NO NEED FOR REMINDER MAIL YET"
456,"1 day 04:08:00","NO NEED FOR REMINDER MAIL YET"
348,"23:38:00","NO NEED FOR REMINDER MAIL YET"
384,"3 days 23:39:00","NO NEED FOR REMINDER MAIL YET"
215,"7 days 23:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
554,"8 days 18:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
433,"7 days 01:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
94,"8 days 03:32:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
84,"8 days 04:45:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
30,"6 days 20:53:00","NO NEED FOR REMINDER MAIL YET"
165,"3 days 19:09:00","NO NEED FOR REMINDER MAIL YET"
517,"7 days 18:38:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
15,"5 days 04:07:00","NO NEED FOR REMINDER MAIL YET"
505,"9 days 01:14:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
484,"8 days 20:44:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
508,"8 days 18:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
251,"3 days 00:21:00","NO NEED FOR REMINDER MAIL YET"
309,"3 days 21:08:00","NO NEED FOR REMINDER MAIL YET"
241,"2 days 18:51:00","NO NEED FOR REMINDER MAIL YET"
403,"3 days 04:18:00","NO NEED FOR REMINDER MAIL YET"
127,"4 days 05:03:00","NO NEED FOR REMINDER MAIL YET"
178,"3 days 23:20:00","NO NEED FOR REMINDER MAIL YET"
506,"3 days 21:11:00","NO NEED FOR REMINDER MAIL YET"
171,"2 days 21:58:00","NO NEED FOR REMINDER MAIL YET"
447,"5 days 05:33:00","NO NEED FOR REMINDER MAIL YET"
158,"2 days 20:41:00","NO NEED FOR REMINDER MAIL YET"
283,"4 days 01:27:00","NO NEED FOR REMINDER MAIL YET"
432,"4 days 18:29:00","NO NEED FOR REMINDER MAIL YET"
590,"1 day 21:29:00","NO NEED FOR REMINDER MAIL YET"
54,"2 days 18:09:00","NO NEED FOR REMINDER MAIL YET"
529,"3 days 18:13:00","NO NEED FOR REMINDER MAIL YET"
295,"23:28:00","NO NEED FOR REMINDER MAIL YET"
360,"9 days 03:46:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
223,"6 days 03:00:00","NO NEED FOR REMINDER MAIL YET"
128,"5 days 05:10:00","NO NEED FOR REMINDER MAIL YET"
250,"4 days 20:21:00","NO NEED FOR REMINDER MAIL YET"
450,"8 days 00:14:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
371,"1 day 03:16:00","NO NEED FOR REMINDER MAIL YET"
45,"21:31:00","NO NEED FOR REMINDER MAIL YET"
45,"1 day 04:35:00","NO NEED FOR REMINDER MAIL YET"
527,"6 days 19:56:00","NO NEED FOR REMINDER MAIL YET"
204,"6 days 23:14:00","NO NEED FOR REMINDER MAIL YET"
78,"3 days 03:11:00","NO NEED FOR REMINDER MAIL YET"
399,"6 days 03:40:00","NO NEED FOR REMINDER MAIL YET"
289,"6 days 03:03:00","NO NEED FOR REMINDER MAIL YET"
216,"6 days 23:48:00","NO NEED FOR REMINDER MAIL YET"
470,"7 days 05:21:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
285,"2 days 01:21:00","NO NEED FOR REMINDER MAIL YET"
527,"7 days 05:23:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
258,"6 days 00:49:00","NO NEED FOR REMINDER MAIL YET"
543,"3 days 00:05:00","NO NEED FOR REMINDER MAIL YET"
397,"1 day 21:47:00","NO NEED FOR REMINDER MAIL YET"
596,"2 days 00:39:00","NO NEED FOR REMINDER MAIL YET"
296,"6 days 20:18:00","NO NEED FOR REMINDER MAIL YET"
596,"3 days 20:45:00","NO NEED FOR REMINDER MAIL YET"
500,"1 day 00:10:00","NO NEED FOR REMINDER MAIL YET"
9,"2 days 00:11:00","NO NEED FOR REMINDER MAIL YET"
71,"5 days 19:59:00","NO NEED FOR REMINDER MAIL YET"
173,"2 days 03:09:00","NO NEED FOR REMINDER MAIL YET"
469,"2 days 01:25:00","NO NEED FOR REMINDER MAIL YET"
456,"4 days 19:15:00","NO NEED FOR REMINDER MAIL YET"
271,"1 day 03:38:00","NO NEED FOR REMINDER MAIL YET"
113,"21:12:00","NO NEED FOR REMINDER MAIL YET"
409,"2 days 01:28:00","NO NEED FOR REMINDER MAIL YET"
513,"7 days 20:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
450,"3 days 00:47:00","NO NEED FOR REMINDER MAIL YET"
520,"3 days 18:15:00","NO NEED FOR REMINDER MAIL YET"
36,"5 days 19:57:00","NO NEED FOR REMINDER MAIL YET"
224,"3 days 00:42:00","NO NEED FOR REMINDER MAIL YET"
28,"7 days 02:16:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
322,"5 days 00:49:00","NO NEED FOR REMINDER MAIL YET"
324,"5 days 03:19:00","NO NEED FOR REMINDER MAIL YET"
176,"2 days 22:03:00","NO NEED FOR REMINDER MAIL YET"
297,"4 days 19:10:00","NO NEED FOR REMINDER MAIL YET"
386,"1 day 19:40:00","NO NEED FOR REMINDER MAIL YET"
243,"8 days 02:04:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
137,"8 days 02:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
511,"2 days 21:58:00","NO NEED FOR REMINDER MAIL YET"
551,"1 day 21:34:00","NO NEED FOR REMINDER MAIL YET"
5,"8 days 03:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
430,"1 day 02:32:00","NO NEED FOR REMINDER MAIL YET"
481,"2 days 03:40:00","NO NEED FOR REMINDER MAIL YET"
39,"6 days 19:49:00","NO NEED FOR REMINDER MAIL YET"
569,"8 days 20:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
235,"5 days 03:15:00","NO NEED FOR REMINDER MAIL YET"
154,"3 days 04:07:00","NO NEED FOR REMINDER MAIL YET"
236,"4 days 03:25:00","NO NEED FOR REMINDER MAIL YET"
527,"3 days 23:21:00","NO NEED FOR REMINDER MAIL YET"
435,"18:50:00","NO NEED FOR REMINDER MAIL YET"
75,"4 days 23:04:00","NO NEED FOR REMINDER MAIL YET"
237,"8 days 05:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
354,"2 days 19:10:00","NO NEED FOR REMINDER MAIL YET"
125,"7 days 01:36:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
145,"1 day 00:13:00","NO NEED FOR REMINDER MAIL YET"
187,"5 days 21:31:00","NO NEED FOR REMINDER MAIL YET"
498,"2 days 23:49:00","NO NEED FOR REMINDER MAIL YET"
394,"6 days 21:32:00","NO NEED FOR REMINDER MAIL YET"
342,"22:59:00","NO NEED FOR REMINDER MAIL YET"
392,"19:05:00","NO NEED FOR REMINDER MAIL YET"
408,"4 days 00:49:00","NO NEED FOR REMINDER MAIL YET"
519,"2 days 04:19:00","NO NEED FOR REMINDER MAIL YET"
297,"7 days 21:58:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
562,"6 days 03:54:00","NO NEED FOR REMINDER MAIL YET"
155,"3 days 23:24:00","NO NEED FOR REMINDER MAIL YET"
186,"5 days 04:59:00","NO NEED FOR REMINDER MAIL YET"
265,"3 days 00:04:00","NO NEED FOR REMINDER MAIL YET"
553,"1 day 20:16:00","NO NEED FOR REMINDER MAIL YET"
267,"1 day 21:02:00","NO NEED FOR REMINDER MAIL YET"
179,"8 days 19:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
339,"6 days 20:10:00","NO NEED FOR REMINDER MAIL YET"
466,"9 days 02:29:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
259,"2 days 18:32:00","NO NEED FOR REMINDER MAIL YET"
283,"20:25:00","NO NEED FOR REMINDER MAIL YET"
143,"6 days 23:17:00","NO NEED FOR REMINDER MAIL YET"
542,"5 days 05:23:00","NO NEED FOR REMINDER MAIL YET"
91,"6 days 01:07:00","NO NEED FOR REMINDER MAIL YET"
119,"6 days 03:38:00","NO NEED FOR REMINDER MAIL YET"
115,"5 days 04:46:00","NO NEED FOR REMINDER MAIL YET"
72,"2 days 00:22:00","NO NEED FOR REMINDER MAIL YET"
82,"4 days 22:28:00","NO NEED FOR REMINDER MAIL YET"
285,"3 days 19:34:00","NO NEED FOR REMINDER MAIL YET"
479,"7 days 20:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
155,"4 days 22:25:00","NO NEED FOR REMINDER MAIL YET"
420,"4 days 19:48:00","NO NEED FOR REMINDER MAIL YET"
155,"1 day 18:04:00","NO NEED FOR REMINDER MAIL YET"
498,"6 days 01:34:00","NO NEED FOR REMINDER MAIL YET"
580,"6 days 05:19:00","NO NEED FOR REMINDER MAIL YET"
241,"9 days 02:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
383,"4 days 01:37:00","NO NEED FOR REMINDER MAIL YET"
75,"5 days 21:51:00","NO NEED FOR REMINDER MAIL YET"
117,"9 days 05:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
285,"7 days 02:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
501,"8 days 00:08:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
420,"2 days 18:57:00","NO NEED FOR REMINDER MAIL YET"
416,"5 days 03:43:00","NO NEED FOR REMINDER MAIL YET"
525,"5 days 21:42:00","NO NEED FOR REMINDER MAIL YET"
469,"4 days 01:39:00","NO NEED FOR REMINDER MAIL YET"
16,"3 days 04:19:00","NO NEED FOR REMINDER MAIL YET"
508,"6 days 19:02:00","NO NEED FOR REMINDER MAIL YET"
146,"6 days 00:12:00","NO NEED FOR REMINDER MAIL YET"
540,"5 days 02:31:00","NO NEED FOR REMINDER MAIL YET"
389,"5 days 19:28:00","NO NEED FOR REMINDER MAIL YET"
595,"7 days 23:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
185,"9 days 02:22:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
304,"3 days 00:25:00","NO NEED FOR REMINDER MAIL YET"
572,"2 days 05:19:00","NO NEED FOR REMINDER MAIL YET"
163,"2 days 00:09:00","NO NEED FOR REMINDER MAIL YET"
405,"8 days 19:54:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
300,"2 days 03:17:00","NO NEED FOR REMINDER MAIL YET"
366,"7 days 00:01:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
115,"9 days 03:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
404,"6 days 22:40:00","NO NEED FOR REMINDER MAIL YET"
27,"2 days 03:54:00","NO NEED FOR REMINDER MAIL YET"
381,"3 days 04:16:00","NO NEED FOR REMINDER MAIL YET"
135,"7 days 04:28:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
13,"8 days 19:34:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
472,"8 days 20:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
268,"7 days 21:07:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
347,"4 days 19:48:00","NO NEED FOR REMINDER MAIL YET"
32,"5 days 01:54:00","NO NEED FOR REMINDER MAIL YET"
200,"4 days 00:56:00","NO NEED FOR REMINDER MAIL YET"
368,"21:56:00","NO NEED FOR REMINDER MAIL YET"
307,"7 days 04:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
230,"5 days 03:36:00","NO NEED FOR REMINDER MAIL YET"
355,"1 day 00:55:00","NO NEED FOR REMINDER MAIL YET"
18,"1 day 19:21:00","NO NEED FOR REMINDER MAIL YET"
222,"7 days 04:45:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
538,"5 days 03:43:00","NO NEED FOR REMINDER MAIL YET"
107,"2 days 23:18:00","NO NEED FOR REMINDER MAIL YET"
319,"1 day 22:17:00","NO NEED FOR REMINDER MAIL YET"
107,"2 days 04:52:00","NO NEED FOR REMINDER MAIL YET"
305,"7 days 00:52:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
325,"6 days 00:11:00","NO NEED FOR REMINDER MAIL YET"
346,"2 days 21:37:00","NO NEED FOR REMINDER MAIL YET"
67,"1 day 18:57:00","NO NEED FOR REMINDER MAIL YET"
438,"2 days 01:54:00","NO NEED FOR REMINDER MAIL YET"
206,"5 days 23:21:00","NO NEED FOR REMINDER MAIL YET"
363,"2 days 22:46:00","NO NEED FOR REMINDER MAIL YET"
228,"5 days 18:08:00","NO NEED FOR REMINDER MAIL YET"
136,"6 days 20:29:00","NO NEED FOR REMINDER MAIL YET"
169,"7 days 20:55:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
554,"4 days 01:56:00","NO NEED FOR REMINDER MAIL YET"
540,"7 days 23:14:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
11,"9 days 02:33:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
35,"5 days 18:35:00","NO NEED FOR REMINDER MAIL YET"
410,"22:47:00","NO NEED FOR REMINDER MAIL YET"
26,"6 days 05:26:00","NO NEED FOR REMINDER MAIL YET"
418,"4 days 01:33:00","NO NEED FOR REMINDER MAIL YET"
476,"19:46:00","NO NEED FOR REMINDER MAIL YET"
361,"5 days 22:15:00","NO NEED FOR REMINDER MAIL YET"
47,"7 days 18:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
368,"5 days 05:38:00","NO NEED FOR REMINDER MAIL YET"
229,"6 days 22:24:00","NO NEED FOR REMINDER MAIL YET"
297,"3 days 19:06:00","NO NEED FOR REMINDER MAIL YET"
133,"4 days 19:12:00","NO NEED FOR REMINDER MAIL YET"
92,"1 day 18:59:00","NO NEED FOR REMINDER MAIL YET"
225,"2 days 00:06:00","NO NEED FOR REMINDER MAIL YET"
110,"2 days 22:10:00","NO NEED FOR REMINDER MAIL YET"
524,"4 days 02:01:00","NO NEED FOR REMINDER MAIL YET"
79,"7 days 19:50:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
1,"8 days 03:02:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
47,"3 days 01:05:00","NO NEED FOR REMINDER MAIL YET"
9,"5 days 21:10:00","NO NEED FOR REMINDER MAIL YET"
503,"1 day 04:11:00","NO NEED FOR REMINDER MAIL YET"
200,"3 days 05:17:00","NO NEED FOR REMINDER MAIL YET"
77,"2 days 23:34:00","NO NEED FOR REMINDER MAIL YET"
148,"7 days 20:53:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
580,"4 days 18:44:00","NO NEED FOR REMINDER MAIL YET"
491,"5 days 01:32:00","NO NEED FOR REMINDER MAIL YET"
219,"3 days 05:51:00","NO NEED FOR REMINDER MAIL YET"
419,"4 days 00:24:00","NO NEED FOR REMINDER MAIL YET"
7,"7 days 05:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
195,"3 days 21:29:00","NO NEED FOR REMINDER MAIL YET"
279,"1 day 05:06:00","NO NEED FOR REMINDER MAIL YET"
589,"6 days 04:01:00","NO NEED FOR REMINDER MAIL YET"
91,"5 days 00:20:00","NO NEED FOR REMINDER MAIL YET"
42,"5 days 19:03:00","NO NEED FOR REMINDER MAIL YET"
351,"7 days 21:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
200,"3 days 22:23:00","NO NEED FOR REMINDER MAIL YET"
540,"5 days 21:22:00","NO NEED FOR REMINDER MAIL YET"
402,"5 days 04:21:00","NO NEED FOR REMINDER MAIL YET"
146,"7 days 20:16:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
294,"7 days 00:44:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
128,"6 days 00:36:00","NO NEED FOR REMINDER MAIL YET"
500,"1 day 04:16:00","NO NEED FOR REMINDER MAIL YET"
114,"3 days 21:57:00","NO NEED FOR REMINDER MAIL YET"
552,"9 days 03:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
321,"8 days 05:29:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
480,"6 days 01:08:00","NO NEED FOR REMINDER MAIL YET"
314,"7 days 22:28:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
189,"8 days 02:25:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
83,"4 days 00:43:00","NO NEED FOR REMINDER MAIL YET"
319,"5 days 03:00:00","NO NEED FOR REMINDER MAIL YET"
429,"6 days 20:22:00","NO NEED FOR REMINDER MAIL YET"
596,"18:06:00","NO NEED FOR REMINDER MAIL YET"
470,"6 days 19:28:00","NO NEED FOR REMINDER MAIL YET"
80,"7 days 03:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
137,"5 days 21:11:00","NO NEED FOR REMINDER MAIL YET"
559,"23:53:00","NO NEED FOR REMINDER MAIL YET"
373,"6 days 19:49:00","NO NEED FOR REMINDER MAIL YET"
408,"4 days 01:42:00","NO NEED FOR REMINDER MAIL YET"
362,"1 day 22:12:00","NO NEED FOR REMINDER MAIL YET"
303,"1 day 23:00:00","NO NEED FOR REMINDER MAIL YET"
459,"4 days 02:29:00","NO NEED FOR REMINDER MAIL YET"
143,"2 days 21:41:00","NO NEED FOR REMINDER MAIL YET"
31,"8 days 02:43:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
219,"6 days 02:12:00","NO NEED FOR REMINDER MAIL YET"
209,"6 days 05:09:00","NO NEED FOR REMINDER MAIL YET"
6,"9 days 03:20:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
337,"4 days 05:09:00","NO NEED FOR REMINDER MAIL YET"
23,"4 days 18:40:00","NO NEED FOR REMINDER MAIL YET"
49,"6 days 18:52:00","NO NEED FOR REMINDER MAIL YET"
390,"19:41:00","NO NEED FOR REMINDER MAIL YET"
387,"1 day 23:34:00","NO NEED FOR REMINDER MAIL YET"
177,"8 days 03:24:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
410,"4 days 18:59:00","NO NEED FOR REMINDER MAIL YET"
303,"2 days","NO NEED FOR REMINDER MAIL YET"
421,"1 day 04:24:00","NO NEED FOR REMINDER MAIL YET"
393,"4 days 04:27:00","NO NEED FOR REMINDER MAIL YET"
386,"2 days 01:07:00","NO NEED FOR REMINDER MAIL YET"
192,"1 day 00:35:00","NO NEED FOR REMINDER MAIL YET"
475,"4 days 19:46:00","NO NEED FOR REMINDER MAIL YET"
204,"2 days 20:38:00","NO NEED FOR REMINDER MAIL YET"
134,"4 days 03:30:00","NO NEED FOR REMINDER MAIL YET"
210,"6 days 22:57:00","NO NEED FOR REMINDER MAIL YET"
367,"6 days 05:05:00","NO NEED FOR REMINDER MAIL YET"
399,"8 days 19:27:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
490,"5 days 18:09:00","NO NEED FOR REMINDER MAIL YET"
122,"2 days 05:02:00","NO NEED FOR REMINDER MAIL YET"
590,"9 days 05:26:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
378,"4 days 01:03:00","NO NEED FOR REMINDER MAIL YET"
232,"8 days 05:39:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
379,"5 days 20:57:00","NO NEED FOR REMINDER MAIL YET"
338,"2 days 18:29:00","NO NEED FOR REMINDER MAIL YET"
166,"4 days 00:46:00","NO NEED FOR REMINDER MAIL YET"
23,"3 days 04:14:00","NO NEED FOR REMINDER MAIL YET"
132,"5 days 23:21:00","NO NEED FOR REMINDER MAIL YET"
524,"9 days 04:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
74,"6 days 19:11:00","NO NEED FOR REMINDER MAIL YET"
245,"1 day 03:49:00","NO NEED FOR REMINDER MAIL YET"
26,"3 days 18:33:00","NO NEED FOR REMINDER MAIL YET"
383,"1 day 01:49:00","NO NEED FOR REMINDER MAIL YET"
241,"4 days 23:39:00","NO NEED FOR REMINDER MAIL YET"
172,"8 days 04:13:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
589,"6 days 22:47:00","NO NEED FOR REMINDER MAIL YET"
6,"8 days 01:57:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
30,"2 days 20:35:00","NO NEED FOR REMINDER MAIL YET"
458,"5 days 19:52:00","NO NEED FOR REMINDER MAIL YET"
230,"7 days 05:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
295,"4 days 23:01:00","NO NEED FOR REMINDER MAIL YET"
570,"1 day 19:53:00","NO NEED FOR REMINDER MAIL YET"
20,"5 days 23:10:00","NO NEED FOR REMINDER MAIL YET"
319,"4 days 04:44:00","NO NEED FOR REMINDER MAIL YET"
307,"1 day 21:24:00","NO NEED FOR REMINDER MAIL YET"
492,"3 days 02:03:00","NO NEED FOR REMINDER MAIL YET"
417,"7 days 03:05:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
84,"1 day 20:29:00","NO NEED FOR REMINDER MAIL YET"
454,"2 days 02:11:00","NO NEED FOR REMINDER MAIL YET"
386,"3 days 02:26:00","NO NEED FOR REMINDER MAIL YET"
355,"5 days 21:07:00","NO NEED FOR REMINDER MAIL YET"
336,"5 days 21:16:00","NO NEED FOR REMINDER MAIL YET"
565,"19:47:00","NO NEED FOR REMINDER MAIL YET"
477,"21:08:00","NO NEED FOR REMINDER MAIL YET"
397,"4 days 02:44:00","NO NEED FOR REMINDER MAIL YET"
20,"6 days 02:16:00","NO NEED FOR REMINDER MAIL YET"
125,"8 days 01:30:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
167,"1 day 21:27:00","NO NEED FOR REMINDER MAIL YET"
292,"6 days 18:30:00","NO NEED FOR REMINDER MAIL YET"
467,"8 days 20:06:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
240,"4 days 03:51:00","NO NEED FOR REMINDER MAIL YET"
152,"3 days 00:33:00","NO NEED FOR REMINDER MAIL YET"
472,"8 days 04:37:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
333,"6 days 04:07:00","NO NEED FOR REMINDER MAIL YET"
284,"8 days 04:35:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
92,"7 days 04:41:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
558,"8 days 03:09:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
49,"6 days 04:39:00","NO NEED FOR REMINDER MAIL YET"
33,"1 day 21:28:00","NO NEED FOR REMINDER MAIL YET"
236,"1 day 18:19:00","NO NEED FOR REMINDER MAIL YET"
60,"3 days 20:33:00","NO NEED FOR REMINDER MAIL YET"
402,"6 days 04:59:00","NO NEED FOR REMINDER MAIL YET"
177,"4 days 03:08:00","NO NEED FOR REMINDER MAIL YET"
444,"2 days 04:41:00","NO NEED FOR REMINDER MAIL YET"
140,"2 days 05:56:00","NO NEED FOR REMINDER MAIL YET"
93,"20:16:00","NO NEED FOR REMINDER MAIL YET"
357,"7 days 22:10:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
99,"22:48:00","NO NEED FOR REMINDER MAIL YET"
66,"8 days 04:41:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
262,"2 days 01:08:00","NO NEED FOR REMINDER MAIL YET"
505,"23:04:00","NO NEED FOR REMINDER MAIL YET"
471,"2 days 01:21:00","NO NEED FOR REMINDER MAIL YET"
463,"4 days 00:23:00","NO NEED FOR REMINDER MAIL YET"
7,"3 days 22:20:00","NO NEED FOR REMINDER MAIL YET"
484,"6 days 03:38:00","NO NEED FOR REMINDER MAIL YET"
69,"7 days 20:17:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
256,"2 days 00:32:00","NO NEED FOR REMINDER MAIL YET"
324,"1 day 22:51:00","NO NEED FOR REMINDER MAIL YET"
283,"6 days 19:21:00","NO NEED FOR REMINDER MAIL YET"
275,"7 days 02:48:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
391,"6 days 04:16:00","NO NEED FOR REMINDER MAIL YET"
236,"1 day 18:55:00","NO NEED FOR REMINDER MAIL YET"
579,"2 days 19:59:00","NO NEED FOR REMINDER MAIL YET"
337,"8 days 19:27:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
208,"8 days 20:18:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
345,"6 days 05:36:00","NO NEED FOR REMINDER MAIL YET"
472,"7 days 21:40:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
232,"2 days 04:58:00","NO NEED FOR REMINDER MAIL YET"
537,"4 days 21:25:00","NO NEED FOR REMINDER MAIL YET"
373,"4 days 23:34:00","NO NEED FOR REMINDER MAIL YET"
417,"6 days 05:41:00","NO NEED FOR REMINDER MAIL YET"
283,"3 days 03:05:00","NO NEED FOR REMINDER MAIL YET"
55,"6 days 05:26:00","NO NEED FOR REMINDER MAIL YET"
374,"1 day 04:37:00","NO NEED FOR REMINDER MAIL YET"
526,"8 days 04:51:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
225,"2 days 23:31:00","NO NEED FOR REMINDER MAIL YET"
425,"18:51:00","NO NEED FOR REMINDER MAIL YET"
233,"20:36:00","NO NEED FOR REMINDER MAIL YET"
511,"2 days 03:56:00","NO NEED FOR REMINDER MAIL YET"
388,"3 days 02:06:00","NO NEED FOR REMINDER MAIL YET"
403,"2 days 21:43:00","NO NEED FOR REMINDER MAIL YET"
346,"2 days 20:52:00","NO NEED FOR REMINDER MAIL YET"
386,"5 days 20:55:00","NO NEED FOR REMINDER MAIL YET"
542,"6 days 23:19:00","NO NEED FOR REMINDER MAIL YET"
563,"1 day 01:35:00","NO NEED FOR REMINDER MAIL YET"
146,"3 days 21:02:00","NO NEED FOR REMINDER MAIL YET"
260,"1 day 01:07:00","NO NEED FOR REMINDER MAIL YET"
352,"7 days 19:36:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
119,"5 days 23:55:00","NO NEED FOR REMINDER MAIL YET"
295,"6 days 23:18:00","NO NEED FOR REMINDER MAIL YET"
538,"1 day 18:32:00","NO NEED FOR REMINDER MAIL YET"
285,"5 days 20:13:00","NO NEED FOR REMINDER MAIL YET"
168,"7 days 23:29:00","SEND CUSTOMER A REMINDER MAIL TO RETURN DVD"
